,user_id,selfie_link_id_1,selfie_link_id_2,selfie_link_id_3,missing_count
7765,4367,4367_00000327-0016-0784-8386-F8F005C1F8BA,4367_00000584-0016-0873-6173-F8F005C1F9B1,,1
7770,4373,4373_00001414-0016-6993-9152-F8F005C2060D,4373_00000163-0016-8785-8463-F8F005C201DB,,1
7773,4380,4380_00000459-0016-7499-9697-F8F005C205A8,4380_00000485-0016-8839-7074-F8F005C205A8,,1
7788,4412,4412_00001232-0016-7523-9645-F8F005C1FAFA,4412_00001242-0016-7879-5766-F8F005C1FAFA,,1
7792,4420,4420_00000308-0016-0832-2744-F8F005C208E7,4420_00000310-0016-0881-2356-F8F005C208E7,,1
7805,4447,4447_00000561-0016-2241-8369-F8F005C2058C,4447_00000564-0016-2259-2218-F8F005C2058C,,1
7808,4450,4450_00000160-0016-0665-4448-F8F005C1F8B4,4450_00000288-0016-4523-1025-F8F005C1F8B4,,1
7810,4454,4454_00001345-0016-4343-7971-F8F005C1F6D1,4454_00000130-0016-7067-3233-F8F005C21D79,,1
7817,4475,4475_00000340-0016-1027-9831-F8F005C2058A,4475_00000362-0016-1138-0030-F8F005C2058A,,1
7818,4478,4478_00000101-0016-0365-5841-F8F005C20731,4478_00000448-0016-4920-0343-F8F005C209BB,,1
7819,4479,4479_00000384-0016-3848-6434-F8F005C20833,4479_00000435-0016-7279-2620-F8F005C20833,,1
7826,4493,4493_00001006-0016-2965-4143-F8F005C207D2,4493_00001652-0016-8088-5898-F8F005C207D2,,1
7833,4517,4517_2020-05-07 15:00:00,4517_2020-05-27 04:00:00,,1
7834,4520,4520_2020-05-29 01:00:00,4520_2020-05-30 14:00:00,,1
7835,4523,4523_00000298-0016-1234-3868-F8F005C1F9A7,4523_00000649-0016-6618-7530-F8F005C1F8AF,,1
7837,4529,4529_00000244-0016-1919-4804-F8F005C1B8AA,4529_00000859-0016-8790-7904-F8F005C1B8AA,,1
7839,4534,4534_2020-05-08 10:00:00,4534_2020-06-14 13:00:00,,1
7841,4541,4541_00000513-0016-2014-5120-F8F005C20311,4541_00000609-0016-4124-4063-F8F005C20311,,1
7843,4547,4547_2020-05-22 06:00:00,4547_2020-06-15 05:00:00,,1
7847,4555,4555_2020-05-08 08:00:00,4555_00000735-0016-4930-5302-F8F005C1B458,,1
7849,4561,4561_2020-06-08 10:00:00,4561_2020-06-17 08:00:00,,1
7852,4576,4576_00000866-0016-1443-6399-F8F005C211A3,4576_00002380-0016-8199-7481-F8F005C211A3,,1
7855,4585,4585_2020-05-12 04:00:00,4585_2020-06-11 08:00:00,,1
7860,4597,4597_2020-05-18 17:00:00,4597_2020-06-16 04:00:00,,1
7861,4600,4600_2020-06-01 21:00:00,4600_2020-06-04 20:00:00,,1
7870,4615,4615_00000827-0016-1925-0791-F8F005C1B66C,4615_00000839-0016-1977-0511-F8F005C1B66C,,1
7872,4618,4618_2020-05-08 18:00:00,4618_2020-05-28 19:00:00,,1
7878,4636,4636_00000204-0016-1935-9383-F8F005C1FF9B,4636_00000213-0016-2237-7535-F8F005C1FF9B,,1
7880,4639,4639_2020-05-25 19:00:00,4639_00000744-0016-5610-7954-F8F005C20F33,,1
7886,4650,4650_2020-05-23 06:00:00,4650_00000365-0016-0438-5715-F8F005C1CC87,,1
7895,4682,4682_2020-06-16 11:00:00,4682_00000167-0016-0716-9112-F8F005C1F761,,1
7896,4683,4683_00001039-0016-2252-6073-F8F005C1FEF0,4683_00000683-0016-5665-8291-F8F005C1B4CD,,1
7899,4686,4686_2020-05-24 21:00:00,4686_2020-05-29 08:00:00,,1
7905,4705,4705_00000238-0016-0585-8511-F8F005C1A5ED,4705_00000248-0016-0792-9547-F8F005C1A5ED,,1
7914,4728,4728_2020-05-28 05:00:00,4728_2020-05-28 20:00:00,,1
7915,4729,4729_2020-05-11 07:00:00,4729_00001184-0016-4383-3537-F8F005C20D20,,1
7917,4733,4733_2020-05-26 22:00:00,4733_00000269-0016-3100-5490-F8F005C1CC03,,1
7918,4735,4735_00001315-0016-5592-8298-F8F005C20BE9,4735_00001583-0016-8262-5184-F8F005C20BE9,,1
7922,4746,4746_00000616-0016-1212-2897-F8F005C2096E,4746_00000648-0016-1583-3672-F8F005C2096E,,1
7923,4748,4748_2020-05-31 08:00:00,4748_2020-06-09 05:00:00,,1
7924,4756,4756_00000615-0016-0495-0147-F8F005C202BB,4756_00002046-0016-7509-9769-F8F005C202BB,,1
7926,4758,4758_00000601-0016-0746-5561-F8F005C1F510,4758_00001884-0016-8902-0749-F8F005C1F510,,1
7928,4761,4761_00002178-0016-7444-5148-F8F005C20EC9,4761_00002501-0016-8949-3973-F8F005C20EC9,,1
7932,4774,4774_2020-05-10 06:00:00,4774_2020-05-25 05:00:00,,1
7933,4776,4776_2020-05-11 20:00:00,4776_00000274-0016-0647-0561-F8F005C1FF1B,,1
7934,4779,4779_00000785-0016-1043-4526-F8F005C1FBEE,4779_00002610-0016-8957-2932-F8F005C1FBEE,,1
7937,4790,4790_2020-05-20 06:00:00,4790_2020-05-26 09:00:00,,1
7944,4806,4806_00000355-0016-0525-2997-F8F005C1CB69,4806_00000499-0016-2236-5283-F8F005C1CB69,,1
7948,4811,4811_00000803-0016-1290-4752-F8F005C1CC6F,4811_00000583-0016-8923-9945-F8F005C21380,,1
7952,4826,4826_2020-05-16 06:00:00,4826_2020-06-12 05:00:00,,1
7963,4844,4844_00001083-0016-3233-6151-F8F005C1FB16,4844_00001720-0016-8164-2757-F8F005C1FB16,,1
7969,4860,4860_00000708-0016-1900-3978-F8F005C209DF,4860_00001730-0016-8942-4020-F8F005C209DF,,1
7972,4866,4866_2020-06-15 07:00:00,4866_00001135-0016-8824-7999-F8F005C1F554,,1
7973,4867,4867_00000262-0016-0837-4428-F8F005C1B4B9,4867_00000299-0016-2124-9548-F8F005C1B4B9,,1
7978,4883,4883_2020-05-26 11:00:00,4883_2020-06-11 21:00:00,,1
7979,4884,4884_2020-05-11 03:00:00,4884_00001367-0016-8949-4800-F8F005C1FAD5,,1
7987,4902,4902_2020-05-11 06:00:00,4902_2020-05-16 20:00:00,,1
7989,4905,4905_00000485-0016-5811-9512-F8F005C1D1B8,4905_00000661-0016-8910-5771-F8F005C1D1B8,,1
7992,4913,4913_2020-05-16 08:00:00,4913_00001332-0016-4689-3456-F8F005C1FB9A,,1
7999,4931,4931_2020-05-20 06:00:00,4931_2020-05-28 04:00:00,,1
8001,4935,4935_2020-05-13 07:00:00,4935_2020-06-15 06:00:00,,1
8020,4987,4987_00001229-0016-6935-5244-F8F005C1B49D,4987_00001410-0016-8940-2174-F8F005C1B49D,,1
8029,5003,5003_2020-06-14 06:00:00,5003_00000515-0016-0734-6884-F8F005C20DDA,,1
8033,5012,5012_00000673-0016-0703-5543-F8F005C20770,5012_00001935-0016-7705-7287-F8F005C20770,,1
8034,5017,5017_00000630-0016-0951-0536-F8F005C20679,5017_00000895-0016-4409-3356-F8F005C20679,,1
8035,5024,5024_00000075-0016-1175-6503-F8F005C1FF8A,5024_00000155-0016-4334-7949-F8F005C1FF8A,,1
8037,5032,5032_00000271-0016-3679-4086-F8F005C1CAFD,5032_00000296-0016-4754-1499-F8F005C1CAFD,,1
8043,5043,5043_2020-05-26 21:00:00,5043_2020-05-28 04:00:00,,1
8059,5078,5078_00001476-0016-5281-6013-F8F005C1B613,5078_00001767-0016-8931-0418-F8F005C1B613,,1
8060,5079,5079_2020-05-16 23:00:00,5079_2020-06-12 21:00:00,,1
8067,5091,5091_00000046-0016-0629-0192-F8F005C1B81C,5091_00000080-0016-1247-3324-F8F005C1B81C,,1
8072,5100,5100_00000686-0016-0772-1063-F8F00529AA7C,5100_00001028-0016-3039-1749-F8F005C1E7B1,,1
8082,5128,5128_2020-06-17 08:00:00,5128_00000587-0016-1078-7999-F8F005C1A9E6,,1
8090,5149,5149_2020-06-09 04:00:00,5149_00000401-0016-0792-6379-F8F005C21119,,1
8093,5156,5156_00000913-0016-1906-5821-F8F005C1F581,5156_00002251-0016-8948-6050-F8F005C1F581,,1
8108,5180,5180_2020-05-25 20:00:00,5180_2020-05-28 19:00:00,,1
8111,5187,5187_2020-06-12 04:00:00,5187_2020-06-16 17:00:00,,1
8114,5192,5192_00000650-0016-4759-2140-F8F005C1B788,5192_00001447-0016-8940-4694-F8F005C1B788,,1
8118,5198,5198_00001096-0016-3579-9002-F8F005C1CC10,5198_00001099-0016-3594-1061-F8F005C1CC10,,1
8124,5213,5213_2020-06-02 19:00:00,5213_2020-06-15 18:00:00,,1
8137,5231,5231_2020-05-12 20:00:00,5231_2020-06-16 19:00:00,,1
8156,5276,5276_2020-05-19 10:00:00,5276_00000284-0016-1921-0322-F8F005C1CC5C,,1
8158,5279,5279_00000239-0016-3760-9090-F8F005C214AC,5279_00000333-0016-8933-0829-F8F005C214AC,,1
8193,5357,5357_00000858-0016-1388-8260-F8F005C1F6DF,5357_00002534-0016-8962-0888-F8F005C1F6DF,,1
8205,5387,5387_2020-06-08 01:00:00,5387_00000159-0016-0573-7747-F8F005C1F63A,,1
8210,5397,5397_00001159-0016-2927-1204-F8F005C21458,5397_00001326-0016-4400-1474-F8F005C21458,,1
8223,5421,5421_2020-06-05 08:00:00,5421_2020-06-17 02:00:00,,1
8225,5423,5423_00000149-0016-0701-7234-F8F005C212B4,5423_00000246-0016-4809-9594-F8F005C212B4,,1
8226,5424,5424_2020-05-20 07:00:00,5424_2020-06-16 07:00:00,,1
8231,5435,5435_00000408-0016-1005-2415-F8F005C1B869,5435_00000955-0016-8785-5814-F8F005C1B869,,1
8235,5445,5445_00001578-0016-6694-3326-F8F005C1F8A3,5445_00002025-0016-8962-5827-F8F005C1F8A3,,1
8237,5451,5451_00000236-0016-0862-1243-F8F00529AA64,5451_00000243-0016-0960-3965-F8F00529AA64,,1
8239,5456,5456_2020-05-14 05:00:00,5456_2020-06-15 20:00:00,,1
8241,5458,5458_00000100-0016-0779-7298-F8F005C1FA53,5458_00000192-0016-8599-5635-F8F005C1FA53,,1
8248,5475,5475_2020-05-19 18:00:00,5475_00000175-0016-0371-4410-F8F005C20A35,,1
8251,5485,5485_00000028-0016-0473-5435-F8F005C1F6B4,5485_00000101-0016-1027-0620-F8F005C1F6B4,,1
8260,5499,5499_00000313-0016-0765-1847-F8F005C1B423,5499_00000553-0016-8953-5895-F8F005C1B423,,1
8263,5503,5503_00001056-0016-8805-9201-F8F005C1FF2E,5503_00001060-0016-8893-7699-F8F005C1FF2E,,1
8271,5522,5522_2020-05-15 07:00:00,5522_2020-06-14 13:00:00,,1
8274,5526,5526_00002514-0016-7874-4800-F8F005C1B60F,5526_00000578-0016-8952-3754-F8F005C1F848,,1
8294,5587,5587_2020-06-04 17:00:00,5587_2020-06-16 05:00:00,,1
8349,5720,5720_00001344-0016-4248-4614-F8F005C20DDD,5720_00002214-0016-8961-3751-F8F005C20DDD,,1
8357,5743,5743_2020-05-28 06:00:00,5743_2020-06-15 20:00:00,,1
8371,5782,5782_2020-06-07 18:00:00,5782_00000597-0016-1561-8776-F8F005C20C39,,1
8376,5799,5799_2020-05-26 06:00:00,5799_2020-06-10 20:00:00,,1
8378,5801,5801_2020-05-12 18:00:00,5801_2020-06-16 18:00:00,,1
8380,5803,5803_2020-05-22 12:00:00,5803_00001682-0016-6170-8632-F8F00529C20A,,1
8386,5821,5821_2020-05-12 04:00:00,5821_2020-05-14 04:00:00,,1
8392,5830,5830_00000903-0016-1785-2376-F8F00529AA8B,5830_00002337-0016-8961-0291-F8F00529AA8B,,1
8400,5842,5842_00000660-0016-1250-5092-F8F005C1F985,5842_00000935-0016-2965-6711-F8F005C1F985,,1
8401,5843,5843_00000852-0016-3945-5215-F8F005C1B538,5843_00000915-0016-4568-3005-F8F005C1B538,,1
8405,5850,5850_00000624-0016-7330-0107-F8F005C20FEF,5850_00000676-0016-8885-3552-F8F005C20FEF,,1
8413,5864,5864_00000667-0016-1389-2489-F8F005C1FF50,5864_00001547-0016-8118-6927-F8F005C1FF50,,1
8414,5868,5868_00000017-0016-6547-4196-F8F005C1C800,5868_00000041-0016-7368-7557-F8F005C1C800,,1
8415,5872,5872_2020-05-20 05:00:00,5872_2020-06-02 19:00:00,,1
8428,5898,5898_2020-06-03 22:00:00,5898_2020-06-12 07:00:00,,1
8429,5899,5899_2020-05-13 20:00:00,5899_2020-06-14 21:00:00,,1
8431,5908,5908_00001468-0016-6853-1208-F8F005C1CB5C,5908_00001246-0016-8953-1876-F8F005C20FC1,,1
8457,5978,5978_2020-05-17 08:00:00,5978_00001492-0016-8953-7377-F8F005C1F861,,1
8458,5982,5982_2020-06-08 19:00:00,5982_00001381-0016-4988-2738-F8F005C20DE5,,1
8468,6008,6008_2020-05-19 06:00:00,6008_2020-06-15 05:00:00,,1
8470,6011,6011_00000622-0016-7429-8089-F8F005C20B42,6011_00000647-0016-8499-8769-F8F005C20B42,,1
8472,6014,6014_00002195-0016-7615-6096-F8F005C1B835,6014_00002482-0016-8928-2543-F8F005C1B835,,1
8476,6027,6027_00000668-0016-1855-6991-F8F005C20874,6027_00001222-0016-8689-1691-F8F005C20874,,1
8492,6070,6070_2020-05-17 21:00:00,6070_2020-05-21 20:00:00,,1
8497,6084,6084_00001552-0016-6803-4773-F8F005C1F6D6,6084_00000156-0016-8962-8224-F8F005C21369,,1
8498,6086,6086_2020-05-20 20:00:00,6086_00000509-0016-4141-3284-F8F005C1F60E,,1
8503,6097,6097_00000520-0016-0568-3954-F8F005C2121A,6097_00000575-0016-1462-5647-F8F005C2121A,,1
8504,6098,6098_00001648-0016-5904-7379-F8F005C1FBBB,6098_00002193-0016-8961-1835-F8F005C1FBBB,,1
8507,6103,6103_00000621-0016-0963-0551-F8F005C1B63B,6103_00000818-0016-3695-5217-F8F005C1B63B,,1
8516,6117,6117_2020-05-07 21:00:00,6117_00000576-0016-0859-0014-F8F005C1F6E8,,1
8520,6131,6131_00000693-0016-3838-7275-F8F005C1B610,6131_00000889-0016-5626-9527-F8F005C1B610,,1
8527,6143,6143_00000490-0016-0681-0616-F8F00529AA73,6143_00001193-0016-8939-8723-F8F005C1B655,,1
8528,6144,6144_00000208-0016-0366-0368-F8F005C1FAB2,6144_00001067-0016-8809-1685-F8F005C1FAB2,,1
8530,6146,6146_2020-06-03 04:00:00,6146_2020-06-16 04:00:00,,1
8531,6147,6147_00000148-0016-0551-1880-F8F005C2128D,6147_00000149-0016-0559-9909-F8F005C2128D,,1
8545,618,618_00001357-0016-2925-2140-F8F00528AC17,618_00000365-0016-8948-8085-F8F00528B923,,1
8553,6199,6199_2020-05-30 17:00:00,6199_2020-06-10 16:00:00,,1
8556,6204,6204_00001409-0016-4478-5677-F8F005C1B511,6204_00002357-0016-8958-0772-F8F005C1B511,,1
8558,621,621_00002546-0016-5895-3968-F8F00528AE1E,621_00003213-0016-8913-4878-F8F00528AE1E,,1
8562,6218,6218_2020-06-15 04:00:00,6218_00000607-0016-0524-8718-F8F005C1B88C,,1
8565,6221,6221_2020-06-13 09:00:00,6221_00001556-0016-8940-9945-F8F005C1FAE7,,1
8570,6232,6232_00000859-0016-6997-4724-F8F005C1CC48,6232_00001017-0016-8896-5456-F8F005C1CC48,,1
8581,6246,6246_2020-05-18 19:00:00,6246_00002125-0016-7618-6650-F8F005C1FFA3,,1
8582,6249,6249_00000016-0016-1441-1318-F8F005C2056E,6249_00000023-0016-1973-5212-F8F005C2056E,,1
8596,6271,6271_2020-05-11 03:00:00,6271_2020-06-16 18:00:00,,1
8605,6294,6294_2020-05-13 17:00:00,6294_2020-06-16 17:00:00,,1
8608,6302,6302_00000827-0016-1161-1346-F8F005C20A59,6302_00001617-0016-7678-9727-F8F00528B292,,1
8609,6303,6303_00000548-0016-0438-9660-F8F005C1F883,6303_00000765-0016-1527-1725-F8F005C1F883,,1
8610,631,631_00002009-0016-5311-1874-F8F00528B3E6,631_00002830-0016-8949-3934-F8F00528B3E6,,1
8614,6316,6316_00000864-0016-4043-3873-F8F005C1FD56,6316_00001127-0016-8880-8038-F8F005C1FD56,,1
8618,6324,6324_00000541-0016-1183-4480-F8F005C1C85F,6324_00000575-0016-1606-1126-F8F005C1C85F,,1
8628,6339,6339_00001456-0016-3801-4611-F8F005C21131,6339_00003439-0016-8957-3633-F8F005C21131,,1
8633,6350,6350_00001445-0016-3845-1672-F8F005C2035C,6350_00002591-0016-8962-1037-F8F005C2035C,,1
8636,6355,6355_00000246-0016-0940-9944-F8F005C1F940,6355_00000276-0016-1526-8472-F8F005C1F940,,1
8639,6359,6359_2020-05-11 19:00:00,6359_00000865-0016-1518-1965-F8F005C21309,,1
8642,6367,6367_00000368-0016-0539-2326-F8F005C1F596,6367_00001088-0016-8783-9059-F8F005C1C9AB,,1
8644,637,637_00002815-0016-8164-2184-F8F00528B25A,637_00002957-0016-8953-3848-F8F00528B25A,,1
8647,6372,6372_2020-05-30 05:00:00,6372_00001177-0016-3781-4801-F8F005C1FF69,,1
8648,6374,6374_2020-06-08 17:00:00,6374_2020-06-11 20:00:00,,1
8652,638,638_00001516-0016-8154-0305-F8F00528BD8D,638_00001559-0016-8582-2797-F8F00528BD8D,,1
8655,6388,6388_2020-06-08 08:00:00,6388_00000246-0016-0680-6700-F8F005C20769,,1
8664,6412,6412_2020-05-12 04:00:00,6412_2020-06-14 08:00:00,,1
8668,6426,6426_00001089-0016-3190-8890-F8F005C1F8ED,6426_00002754-0016-8954-0760-F8F005C1F8ED,,1
8672,6433,6433_00001870-0016-6650-7882-F8F005C1C759,6433_00002258-0016-8887-9800-F8F005C1C759,,1
8687,6460,6460_2020-05-16 03:00:00,6460_2020-06-16 02:00:00,,1
8688,6462,6462_00001257-0016-4417-9088-F8F00528B3FA,6462_00001348-0016-6784-1442-F8F00528B3FA,,1
8694,6471,6471_00001519-0016-5428-9911-F8F00529C1FB,6471_00002085-0016-8956-7938-F8F00529C1FB,,1
8700,6491,6491_2020-06-05 22:00:00,6491_2020-06-15 20:00:00,,1
8701,6494,6494_2020-05-09 19:00:00,6494_2020-05-20 15:00:00,,1
8703,6496,6496_00000604-0016-5937-9399-F8F005C2067C,6496_00000722-0016-8900-8561-F8F005C2067C,,1
8714,6519,6519_00000651-0016-4671-8414-F8F005C20962,6519_00000666-0016-4870-3133-F8F005C20962,,1
8717,6522,6522_2020-06-03 20:00:00,6522_2020-06-15 21:00:00,,1
8731,6543,6543_2020-05-12 06:00:00,6543_2020-06-16 08:00:00,,1
8735,6551,6551_2020-05-27 07:00:00,6551_00001751-0016-6123-0707-F8F005C20D40,,1
8744,6572,6572_2020-05-27 20:00:00,6572_00002464-0016-8954-0432-F8F005C1B4F3,,1
8749,6579,6579_00000064-0016-1411-0392-F8F00529C1F8,6579_00001586-0016-8872-8034-F8F00529C1F8,,1
8754,659,659_00000613-0016-5691-3055-F8F00528AB0F,659_00000632-0016-5908-2029-F8F00528AB0F,,1
8756,6593,6593_2020-06-14 08:00:00,6593_00000285-0016-0423-7167-F8F005C1FA5D,,1
8757,6596,6596_2020-05-07 19:00:00,6596_2020-06-05 18:00:00,,1
8763,6607,6607_00000281-0016-0386-4704-F8F005C1FA8B,6607_00000354-0016-3228-3617-F8F005C1FA8B,,1
8766,6615,6615_00001167-0016-4116-3332-F8F005C20392,6615_00001744-0016-8948-8207-F8F005C20392,,1
8768,6619,6619_2020-06-14 06:00:00,6619_2020-06-16 04:00:00,,1
8772,6625,6625_2020-05-25 05:00:00,6625_2020-06-15 13:00:00,,1
8777,6631,6631_2020-06-06 07:00:00,6631_2020-06-17 04:00:00,,1
8780,6645,6645_00000315-0016-0534-2097-F8F005C1F634,6645_00000331-0016-0692-5770-F8F005C1F634,,1
8786,6657,6657_00000474-0016-1066-2574-F8F005C20E47,6657_00000636-0016-2070-8757-F8F005C20E47,,1
8792,667,667_2020-06-02 20:00:00,667_2020-06-16 19:00:00,,1
8801,6682,6682_00000563-0016-0927-1651-F8F005C1B521,6682_00001549-0016-8913-7350-F8F005C1B521,,1
8806,6694,6694_2020-06-02 13:00:00,6694_00000448-0016-1441-8419-F8F005C1B70E,,1
8816,6706,6706_00001026-0016-3452-8932-F8F005C1D5B3,6706_00002269-0016-8957-2451-F8F005C1D5B3,,1
8821,6712,6712_00000386-0016-0400-6849-F8F005C1CDA0,6712_00000492-0016-2122-6721-F8F005C1CDA0,,1
8824,6720,6720_00000878-0016-1492-3731-F8F005C20F20,6720_00000887-0016-1532-6546-F8F005C20F20,,1
8827,6727,6727_00001589-0016-5268-0545-F8F005C1C94E,6727_00002400-0016-8948-9014-F8F005C1C94E,,1
8833,6737,6737_00000613-0016-0642-2638-F8F005C20AAF,6737_00001035-0016-2936-5301-F8F005C20AAF,,1
8835,6742,6742_2020-05-21 17:00:00,6742_00000865-0016-2208-8400-F8F005C20235,,1
8841,6750,6750_2020-05-13 10:00:00,6750_2020-05-28 05:00:00,,1
8852,6766,6766_00001231-0016-5281-5704-F8F005C1D830,6766_00001806-0016-8949-8286-F8F005C1D830,,1
8854,6770,6770_2020-05-23 20:00:00,6770_2020-06-01 18:00:00,,1
8863,6784,6784_2020-05-13 18:00:00,6784_2020-05-26 08:00:00,,1
8867,6791,6791_00000546-0016-0931-2235-F8F005C2114A,6791_00001094-0016-5656-3090-F8F005C2114A,,1
8888,6839,6839_00000218-0016-7730-9826-F8F005C1F5F9,6839_00000409-0016-8962-5677-F8F005C1F5F9,,1
8898,6857,6857_2020-05-20 10:00:00,6857_2020-05-21 18:00:00,,1
8909,6877,6877_2020-05-27 05:00:00,6877_2020-06-09 03:00:00,,1
8915,689,689_00000857-0016-8680-5982-F8F00528AF8F,689_00000867-0016-8931-7431-F8F00528AF8F,,1
8947,6953,6953_00000811-0016-6710-8996-F8F005C20E92,6953_00000963-0016-8948-3085-F8F005C20E92,,1
8953,6970,6970_00000592-0016-2019-2265-F8F005C1CBE0,6970_00000792-0016-4517-2173-F8F005C1CBE0,,1
8955,6973,6973_00000343-0016-0499-0325-F8F005C1CC5B,6973_00000351-0016-0680-5276-F8F005C1CC5B,,1
8957,6979,6979_00000454-0016-0582-4673-F8F005C1F58B,6979_00000847-0016-5683-7127-F8F005C1F58B,,1
8964,699,699_00001275-0016-1454-7841-F8F00528B29B,699_00002013-0016-6477-8717-F8F00528B29B,,1
8969,6995,6995_2020-06-03 03:00:00,6995_2020-06-10 08:00:00,,1
8972,6999,6999_00000234-0016-0619-8270-F8F005C20866,6999_00000264-0016-1543-8736-F8F005C20866,,1
8987,702,702_00000381-0016-1178-4371-F8F00528AAB1,702_00000384-0016-1216-2406-F8F00528AAB1,,1
8993,7030,7030_2020-05-22 19:00:00,7030_00001192-0016-4072-0244-F8F005C1F669,,1
8997,7037,7037_2020-05-25 17:00:00,7037_2020-06-16 03:00:00,,1
8999,7040,7040_2020-05-10 04:00:00,7040_00002189-0016-8948-0778-F8F005C21372,,1
9000,7041,7041_2020-05-23 16:00:00,7041_00002097-0016-6105-8826-F8F005C1FD80,,1
9001,7042,7042_00000991-0016-6373-8312-F8F005C1CA90,7042_00001395-0016-8931-2500-F8F005C1CA90,,1
9011,7062,7062_00001675-0016-8378-0094-F8F005C20CF4,7062_00001729-0016-8862-0600-F8F005C20CF4,,1
9018,7080,7080_2020-05-12 04:00:00,7080_2020-05-28 04:00:00,,1
9027,7094,7094_00000909-0016-1946-3818-F8F005C1A564,7094_00002033-0016-8932-8490-F8F005C1A564,,1
9029,7099,7099_00001467-0016-7721-9730-F8F005C1D44A,7099_00001588-0016-8810-2862-F8F005C1D44A,,1
9033,7108,7108_2020-06-05 07:00:00,7108_00000008-0016-0499-9447-F8F005C1F9C3,,1
9035,7113,7113_00000168-0016-0519-4627-F8F005C209CA,7113_00000575-0016-8771-8492-F8F005C209CA,,1
9045,7128,7128_00000646-0016-0403-6808-F8F005C20EDD,7128_00000690-0016-0594-4226-F8F005C20EDD,,1
9048,7137,7137_00000384-0016-6237-7249-F8F005C213F4,7137_00000553-0016-8922-4799-F8F005C213F4,,1
9051,7142,7142_2020-05-10 21:00:00,7142_00000139-0016-1036-7902-F8F005C1FF64,,1
9070,7176,7176_00001015-0016-2983-0948-F8F005C1FFA2,7176_00001429-0016-5514-8152-F8F005C1FFA2,,1
9082,7196,7196_2020-05-26 20:00:00,7196_2020-05-28 07:00:00,,1
9089,7211,7211_2020-06-03 17:00:00,7211_2020-06-08 18:00:00,,1
9103,7246,7246_00000534-0016-2222-4115-F8F005C1F945,7246_00000255-0016-8940-2461-F8F005C2122A,,1
9104,7248,7248_00000256-0016-0782-4104-F8F005C2142C,7248_00000287-0016-1390-9874-F8F005C2142C,,1
9105,725,725_2020-05-13 20:00:00,725_2020-06-15 21:00:00,,1
9113,7267,7267_2020-05-26 06:00:00,7267_2020-05-29 04:00:00,,1
9118,7274,7274_00001513-0016-4456-1059-F8F00529AA33,7274_00002486-0016-8919-5189-F8F00529AA33,,1
9119,7275,7275_2020-06-10 13:00:00,7275_2020-06-15 07:00:00,,1
9153,7346,7346_2020-05-09 21:00:00,7346_2020-05-15 05:00:00,,1
9159,7361,7361_00001767-0016-5432-5675-F8F005C20ACD,7361_00001945-0016-6373-4065-F8F005C20ACD,,1
9164,7370,7370_00000872-0016-1256-0515-F8F005C20E65,7370_00001859-0016-5493-3281-F8F005C20E65,,1
9174,7389,7389_00000319-0016-1074-6835-F8F005C1F5E7,7389_00000349-0016-1411-7068-F8F005C1F5E7,,1
9178,7396,7396_2020-05-21 19:00:00,7396_2020-06-13 21:00:00,,1
9190,7415,7415_00001675-0016-4965-2944-F8F005C1F5C4,7415_00002478-0016-8962-8343-F8F005C1F5C4,,1
9194,7427,7427_2020-05-15 05:00:00,7427_2020-05-28 05:00:00,,1
9205,7449,7449_2020-06-02 04:00:00,7449_2020-06-16 04:00:00,,1
9208,7453,7453_00000748-0016-7994-5652-F8F005C1B76B,7453_00000773-0016-8778-0977-F8F005C1B76B,,1
9213,7461,7461_00000505-0016-1151-6039-F8F005C1B44C,7461_00000924-0016-6271-4939-F8F005C1B44C,,1
9214,7463,7463_00000799-0016-5907-4925-F8F005C1CAC4,7463_00000928-0016-8949-4192-F8F005C1CAC4,,1
9238,751,751_2020-05-28 20:00:00,751_2020-06-11 08:00:00,,1
9242,7514,7514_00001300-0016-5298-7007-F8F005C1B802,7514_00001846-0016-8930-7695-F8F005C1B802,,1
9243,7515,7515_00001719-0016-8732-4734-F8F005C1F681,7515_00001744-0016-8949-1997-F8F005C1F681,,1
9251,7539,7539_00000852-0016-3427-2697-F8F005C1B7B5,7539_00001285-0016-8950-5625-F8F005C1B7B5,,1
9252,7541,7541_2020-05-27 21:00:00,7541_00000143-0016-2016-3328-F8F005C20FD9,,1
9253,7545,7545_2020-05-20 13:00:00,7545_2020-06-13 08:00:00,,1
9255,7552,7552_2020-05-28 05:00:00,7552_00000562-0016-0861-4442-F8F005C1CC9C,,1
9257,7557,7557_2020-06-09 08:00:00,7557_00000282-0016-0716-3893-F8F005C1CAF4,,1
9267,7579,7579_2020-05-16 09:00:00,7579_2020-06-13 18:00:00,,1
9269,7582,7582_00000976-0016-5731-4712-F8F005C21411,7582_00001156-0016-8922-6891-F8F005C21411,,1
9272,7585,7585_00001222-0016-3285-5506-F8F005C20BDB,7585_00002377-0016-8879-6645-F8F005C20BDB,,1
9276,7591,7591_2020-06-12 07:00:00,7591_00000446-0016-0690-4797-F8F005C20997,,1
9278,7593,7593_00000922-0016-3782-1460-F8F005C1B46E,7593_00001023-0016-4697-6221-F8F005C1B46E,,1
9282,7599,7599_2020-06-01 20:00:00,7599_2020-06-08 20:00:00,,1
9287,7609,7609_2020-05-19 20:00:00,7609_2020-06-16 09:00:00,,1
9291,7614,7614_2020-06-03 21:00:00,7614_00002124-0016-8953-9734-F8F005C1F4AE,,1
